text,true_label,lr_pred,lr_prob,xgb_pred,xgb_prob,bert_pred,bert_prob,all_agree
 oregon passes highest minimum wage in the nation despite gop temper tantrum,1,1,0.9032883586622998,1,0.9866251,1,0.9466674,True
push to expand fbi surveillance authority threatens us email privacy bill,0,0,0.3025322857131765,0,0.19953777,0,0.034188826,True
 conservatives are practically ecstatic over the idea that hillary clinton is sick videoscreenshots,1,1,0.9066075209286775,1,0.9874444,1,0.99982494,True
russia says bellicose rhetoric on north korea is over the top,0,0,0.0029682035717713763,0,0.0037978098,0,0.0008602143,True
healthcare bill has been pulled house republican leadership aide,0,0,0.06482892337527957,0,0.018169861,0,0.001537945,True
 democrat forces trumps own nominee to mock him admit obamas inauguration was bigger video,1,1,0.9627615610350247,1,0.9983802,1,0.9534051,True
so stupid it hurts video nyc jogger threatens dad with stroller for bumping into himaccuses him of white privilegetheres only one problem,1,1,0.9908844142653199,1,0.9995515,1,0.9996363,True
priceless antitrump rioter throws tantrum when arrested i wanti wanti want video,1,1,0.9813545813199206,1,0.99720997,1,0.9995964,True
burundi takes steps to extend presidents rule as crisis deepens,0,0,0.09850761113507782,0,0.025913913,0,0.00024259384,True
do woman want to elect a bully whose campaign works with shady operatives to incite violence against women children and senior citizens video,1,1,0.9202554735814987,1,0.99918836,1,0.99983287,True
 republicans sue federal government for right to discriminate,1,1,0.6152041944200392,0,0.23235112,0,0.25592172,False
uk pm may says brexit transition period to last around two years,0,0,0.013070215984374797,0,0.0015181663,0,0.0002472263,True
states ratchet up transgender battle with lawsuit against us,0,0,0.19691534852597462,0,0.058526754,0,0.0189807,True
 trump shows amazing disrespect for media brags about holding rally without his press corps,1,1,0.8197664537561772,1,0.96230745,1,0.995817,True
german parties start to find common ground in coalition talks,0,0,0.03199138374485899,0,0.008835004,0,0.000294127,True
k stolen from at risk kids fund by dc city council to fund obamas inaugural ball,1,1,0.7791397830011627,1,0.9977431,1,0.969944,True
leftist media destroyed mike flynn cracked jokes after horrible lie obamas national security advisor told media families of benghazi victims video,1,1,0.9802403110955042,1,0.99952996,1,0.9994605,True
house panel seeking more testimony from fbi nsa chiefs in russia probe,0,0,0.020442454515113125,0,0.010232527,0,0.004697866,True
 watch beyonc tell the entire world why she supports hillary grab your tissues video,1,1,0.9986511964341616,1,0.9991572,1,0.9998455,True
boom obama required to respond after petition to formally recognize black lives matter as a terrorist organization exceeds required k signatures in only  daysadd your name,1,1,0.9142299576117809,1,0.99890685,1,0.9998642,True
suicide bomber kills  in nigeria in mosque attack,0,0,0.14204938719011517,0,0.06894891,0,0.00063768757,True
highlights the trump presidency on january  at  pm est gmt,0,0,0.07254262148806166,0,0.03578986,0,0.0012219517,True
obama expresses confidence in incoming un chief guterres,0,0,0.30509931772852555,0,0.03991462,0,0.00061135774,True
good grief hillary tells another whopper just hours before iowa caucus video,1,1,0.9949446802409747,1,0.9988073,1,0.9984218,True
former macedonian rightist pm resigns party leadership,0,0,0.07240302254214928,0,0.06182513,0,0.0003858594,True
breaking muslim terrorists strike two popular luxury beach resortskilling  including women and childreneyewitness films terror from room video,1,1,0.9970748899692603,1,0.99994516,1,0.9996728,True
israel president rejects pardon appeal of soldier who killed prone palestinian assailant,0,0,0.07605224687160608,1,0.549349,0,0.0022607227,False
 just in trump wants to bring reality television to the white house audio,1,1,0.876747867189482,1,0.9236372,1,0.99962366,True
 new expose details just how terrible donald trump really is with women,1,1,0.997223743406268,1,0.99967,1,0.9996717,True
democrats take aim at mnuchin as confirmation hearing looms,0,0,0.116749147193693,0,0.045275297,0,0.00036041887,True
 video of buzz aldrin dying inside as trump goes on rambling idiotic speech about space goes viral,1,1,0.976020074438077,1,0.9991203,1,0.999775,True
us mideast intelligence analysts felt superiors distorted findings,0,0,0.33066080261586933,0,0.05983684,0,0.016325818,True
 obama just completely fcked over trumps muslim registry plan,1,1,0.9618873189510463,1,0.9806269,1,0.9993319,True
surreal lone venezuelan man plays violin amidst tear gas and molotov cocktails during riot video,1,1,0.8331668891607573,1,0.9962043,1,0.7793955,True
moldova pm confident of securing eu funding in ,0,0,0.03208536454184676,0,0.052072752,0,0.00027634067,True
 another white guy goes on a shooting spree and officials refuse to call it terrorism video,1,1,0.9487318556984979,1,0.99723995,1,0.99980086,True
hysterical video clinton ad destroyed with comments insertedshare this everywhere,1,1,0.8880714276473691,1,0.99598444,1,0.9955136,True
obama grapples with vietnam arms ban human rights on eve of trip,0,0,0.135509369172584,0,0.25277394,0,0.0010634916,True
trade in focus at hearing for trumps nominee as ambassador to india,0,0,0.07723376365158705,0,0.124329016,0,0.0003854976,True
malis president contradicts french account of military strike,0,0,0.12797360351588138,0,0.045856573,0,0.00019674744,True
trump hits back at clinton with a golf ball on twitter,0,1,0.5964032211103621,0,0.23069394,0,0.014117475,False
they knew donna brazile blows dnc secret wide open exposes sickening reason dnc remained silent after russians hacked their emails,1,1,0.9199395266561697,1,0.9986071,1,0.99985445,True
watch shocking invasion of italy will these economic parasites end up in the us video,1,1,0.9895704776497449,1,0.99656254,1,0.9998473,True
qatar emir again urges dialogue trump says dispute to be resolved quickly,0,0,0.012677396842156317,0,0.0082609225,0,0.0004649065,True
one of the corrupt women in congress says democrats are too niceshe wont work with trump video,1,1,0.8446946800332432,1,0.9946509,1,0.9930735,True
 you wont believe the mailer the rubio campaign just sent out of jeb bushs mother image,1,1,0.9424178860763264,1,0.9990491,1,0.9995654,True
 trump signals he may be done with kushner  for the most trump reason ever,1,1,0.6021796153867249,1,0.9150436,1,0.9898797,True
watch hillary supporters weigh in on the second amendmentyikes video,1,1,0.998049037587989,1,0.997696,1,0.9294252,True
democrat member of fec to make early exit nyt,0,0,0.4931533431965237,0,0.30964956,0,0.0018783425,True
can you guess the one thing majority of bernie sanders supporters have in common,1,1,0.8932468828241431,1,0.96424437,1,0.99583435,True
lithuanias social democrat mps disobey party to stay in government,0,0,0.20606804272861218,0,0.20611031,0,0.0005025441,True
whew amb john bolton will make your day with just two words hes history video,1,1,0.9971260485876566,1,0.99985206,1,0.99967384,True
 the gop has a plan for obamacare repeal and let the sht hit the fan,1,1,0.8293854016477069,1,0.9914049,1,0.999736,True
yikes who keeps letting bill out you wont believe how he trashed obamahillarycare again,1,1,0.781106169866445,1,0.95242196,1,0.9997253,True
islamic state calls slain muslim american soldier an apostate,0,0,0.42251872056747075,0,0.082341544,0,0.03894159,True
 zombie reagan blasts modern gop for obstructing nominee video,1,1,0.9703036289246036,1,0.99423754,1,0.9963905,True
 al cop goes ballistic on fellow officer over records dispute video,1,1,0.9685431767518746,1,0.9939037,1,0.9521222,True
jill stein concedes recount in michigan in bizarre press conference video,1,1,0.9674960508074628,1,0.99149007,1,0.97212946,True
 breaking trump buildings go on lockdown as thousands protest trumps electoral victory videos,1,1,0.8280792182552799,1,0.9867279,1,0.6933717,True
stephen colberts response to his vulgar remarks about trump made americans want him fired even morefirecolbert video,1,1,0.9700155673112069,1,0.99912184,1,0.999767,True
 texas teen fatally shoots himself  days after nrarecommended gun safety course video,1,1,0.9747797200083488,1,0.996293,1,0.9977977,True
boom conservative support grows for rino john mccains republican opponent,1,1,0.7445692883620271,1,0.658227,0,0.0077021937,False
 elizabeth warren smashes trump over his  million ties to a foreign bank,1,0,0.45362645583395045,0,0.48150492,1,0.9978125,False
as republicans anoint trump party grapples with identity crisis,0,0,0.28701632179793846,0,0.079888046,0,0.0035984463,True
 ivanka trump tweeted about religious tolerance and got her hypocritical a handed to her,1,1,0.8071987414244864,1,0.9564849,1,0.99978775,True
teen wearing confederate flag shirt to michigan school told to go home or change it video,1,1,0.9849199818940717,1,0.9981692,1,0.9996859,True
russian serviceman in chechnya kills four servicemen then is killed tass reports,0,0,0.05683020944000397,0,0.19800527,0,0.0030599474,True
mattis seeks indian role in afghanistan vows to fight militant shelters,0,0,0.011996502099004002,0,0.0059409,0,0.0006669959,True
us house will reject total elimination of state and local tax deductions brady,0,0,0.09965264212063386,0,0.13148786,1,0.99005973,False
 this sexist comment from trumps victory speech caps nightmare night for gop video,1,1,0.9915893010653477,1,0.9991892,1,0.99693143,True
how can this happen in america atheist mayor suspends and jails la fireman for praying at scene of fire,1,1,0.5936162971886132,1,0.99732375,1,0.99985135,True
house clears way for debate on trumpbacked healthcare bill,0,0,0.12713619832737416,0,0.015384233,0,0.0012289574,True
merkel on track for fourth term after german election exit poll,0,0,0.06398855614485043,0,0.040653657,0,0.00026982624,True
trump says his travel ban needed to ensure us religious freedom,0,0,0.031223053287209264,0,0.0060793115,0,0.012567279,True
suicide bombers attack power station north of baghdad killing seven police,0,0,0.04930047327227606,0,0.025945155,0,0.0017374355,True
clinton loses to sanders in coal state of west virginia,0,0,0.17970174441005787,0,0.13443264,0,0.0026943446,True
swedish court orders bombardier employee to be released from custody,0,0,0.2165800431465014,0,0.061063766,0,0.0009489911,True
have americans had enough yet antitrump protesters block ambulance with critically ill patient inside video,1,1,0.9360147254126666,1,0.9967051,1,0.998445,True
senate joins house to pass sweeping new health bill,0,0,0.04509378617332408,0,0.026236048,0,0.0010201184,True
trump met stanfords john taylor in fed chair search official,0,0,0.34939966675741513,0,0.16073884,0,0.0008045405,True
russia north korea delegations may meet in vladivostok tass cites lavrov,0,0,0.037746761604923025,0,0.011191426,0,0.00062783697,True
time to ditch the united nations after this outrageous vote like making an arsonist into the town fire chief,1,1,0.6863795144558209,1,0.9952769,1,0.9998222,True
defense chief mattis in asia will discuss north korea crisis with allies,0,0,0.007298912697529768,0,0.001963322,0,0.0013150846,True
antihillary posters pop up all over hollywoodgreat timing,1,0,0.40979045108420786,0,0.06840191,1,0.9774874,False
witness says injured in stampede at london station reuters reporter,0,0,0.04109471749506217,0,0.002528796,0,0.00040393297,True
new us sanctions bill delayed by concern over iran election,0,0,0.03175919404910734,0,0.024642749,0,0.012372067,True
despite healthcare setback trump says big surprise on bill could come,0,0,0.06833549577500428,0,0.0077025834,0,0.0007427191,True
uk border guard arrested in france in drugs firearms bust,0,0,0.10109389191608933,0,0.020354362,0,0.00058377907,True
canadas trudeau decides not to poke us grizzly bear for now,0,0,0.3417635599073907,0,0.14880933,0,0.028061764,True
saleh was killed in rpg gun attack on his car houthis say party confirms death,0,0,0.19403730867714825,1,0.8590009,0,0.0005512546,False
 patton oswalts screed against donald trump is going viral and it should,1,1,0.9263292073501207,1,0.9301043,1,0.99975306,True
uruguay vice president quits amid probe into use of public funds,0,0,0.06321923447134477,0,0.024550606,0,0.00030166373,True
storm maria brings fear pain and shock to puerto ricans,0,0,0.3318865724244219,0,0.07201509,0,0.0073066815,True
israels netanyahu pledges to work with trump on peace efforts,0,0,0.07530002937973113,0,0.09154074,0,0.0029168176,True
trump campaign reverses ban on credentials for some media outlets,0,0,0.3045927676869999,0,0.11832636,0,0.0013111195,True
mother of roy moore accuser makes big mistake on key detail of daughters story,1,1,0.8683052499675407,1,0.92328393,1,0.8726677,True
